placementId,siteName,appName,status
1870510929709691_1938204716273645,GroupB-Interstitial-002,Tap Color-IOS,TRUE
1870510929709691_1938203756273741,GroupB-Interstitial-001,Tap Color-IOS,TRUE
682072852175616_707341376315430,GroupA-RewardVideo-001,Tap Color,TRUE
682072852175616_707342402981994,GroupB-RewardVideo-001,Tap Color,TRUE
363555960818203_491494778024320,GroupA3-Reward Video-001,Puzzly,TRUE
363555960818203_491507678023030,GroupB3-Reward Video-001,Puzzly,TRUE
363555960818203_491508208022977,GroupB3-Reward Video-002,Puzzly,TRUE
363555960818203_491508708022927,GroupB3-Reward Video-003,Puzzly,TRUE
1830602280335668_2109946269067933,GroupA2-RewardVideo-001,Word Across_ES,TRUE
1830602280335668_2109874175741809,GroupB2-RewardVideo-001,Word Across_ES,TRUE
1830602280335668_2109877252408168,GroupB2-RewardVideo-002,Word Across_ES,TRUE
1830602280335668_2109874215741805,GroupB2-RewardVideo-003,Word Across_ES,TRUE
335316257201365_340917693307888,Interstitial-001,Word Swipe,TRUE
335316257201365_340917116641279,RewardVideo-001,Word Swipe,TRUE
327225171400505_334651507324538,Interstitial-001,Word Swipe Puzzle-IOS,TRUE
327225171400505_334651863991169,RewardVideo-001,Word Swipe Puzzle-IOS,TRUE
682072852175616_716322162084018,GroupA-Interstitial-001,Tap Color,TRUE
682072852175616_716324575417110,GroupB-Interstitial-002,Tap Color,TRUE
682072852175616_716323455417222,GroupB-Interstitial-001,Tap Color,TRUE
363555960818203_499502473890217,GroupA4-Reward Video-001,Puzzly,TRUE
363555960818203_499552283885236,GroupA4-Reward Video-002,Puzzly,TRUE
363555960818203_499552787218519,GroupA4-Reward Video-003,Puzzly,TRUE
363555960818203_499553467218451,GroupB4-Reward Video-001,Puzzly,TRUE
363555960818203_499557140551417,GroupB4-Reward Video-002,Puzzly,TRUE
363555960818203_499557510551380,GroupB4-Reward Video-003,Puzzly,TRUE
363555960818203_503519446821853,A4-Interstitial-001,Puzzly,TRUE
363555960818203_503519716821826,B4-Interstitial-001,Puzzly,TRUE
363555960818203_503487566825041,A4-NativeBrand-002,Puzzly,TRUE
363555960818203_503518513488613,B4-NativeBrand-002,Puzzly,TRUE
1334307680030599_1771960759598620,GroupA3-RewardVideo-001,Word Cross_DE-IOS,TRUE
1334307680030599_1772230806238282,GroupB3-RewardVideo-001,Word Cross_DE-IOS,TRUE
1334307680030599_1772231932904836,GroupB3-RewardVideo-002,Word Cross_DE-IOS,TRUE
1334307680030599_1772232766238086,GroupB3-RewardVideo-003,Word Cross_DE-IOS,TRUE
174530849828564_312920162656298,Interstitial-002,Word Across,TRUE
174530849828564_312921382656176,Interstitial-003,Word Across,TRUE
174530849828564_312920479322933,Interstitial-004,Word Across,TRUE
174530849828564_312920802656234,Interstitial-005,Word Across,TRUE
335316257201365_351997362199921,New-Interstitial-001,Word Swipe,TRUE
335316257201365_351998175533173,New-Interstitial-002,Word Swipe,TRUE
335316257201365_351998508866473,New-RewardVideo-001,Word Swipe,TRUE
335316257201365_351998895533101,New-RewardVideo-002,Word Swipe,TRUE
335316257201365_351999078866416,New-RewardVideo-003,Word Swipe,TRUE
327225171400505_345624946227194,New-Interstitial-001,Word Swipe Puzzle-IOS,TRUE
327225171400505_345625409560481,New-Interstitial-002,Word Swipe Puzzle-IOS,TRUE
327225171400505_345623302894025,New-RewardVideo-001,Word Swipe Puzzle-IOS,TRUE
327225171400505_345623659560656,New-RewardVideo-002,Word Swipe Puzzle-IOS,TRUE
327225171400505_345624019560620,New-RewardVideo-003,Word Swipe Puzzle-IOS,TRUE
1830602280335668_2135060606556499,GroupA3-RewardVideo-001,Word Across_ES,TRUE
1830602280335668_2135061003223126,GroupB3-RewardVideo-002,Word Across_ES,TRUE
363288704427751_363838164372805,RewardVideo-001,Classic Solitaire World,TRUE
363288704427751_363838681039420,Interstitial-001,Classic Solitaire World,TRUE
1870510929709691_1974263549334428,GroupA2-RewardVideo-001,Tap Color-IOS,TRUE
1870510929709691_1974264986000951,GroupB2-RewardVideo-001,Tap Color-IOS,TRUE
1870510929709691_1974266099334173,GroupB2-RewardVideo-002,Tap Color-IOS,TRUE
1870510929709691_1974266689334114,GroupB2-RewardVideo-003,Tap Color-IOS,TRUE
174530849828564_315869409028040,GroupA6-RewardVideo-001,Word Across,TRUE
174530849828564_315869709028010,GroupA6-RewardVideo-002,Word Across,TRUE
174530849828564_315870219027959,GroupA6-RewardVideo-003,Word Across,TRUE
174530849828564_315872542361060,GroupB6-RewardVideo-001,Word Across,TRUE
174530849828564_315872752361039,GroupB6-RewardVideo-002,Word Across,TRUE
174530849828564_315872975694350,GroupB6-RewardVideo-003,Word Across,TRUE
174530849828564_316321372316177,GroupB6-HB-RewardVideo-001 ,Word Across,TRUE
1870510929709691_1996518190442297,GroupA3-Interstitial-001,Tap Color-IOS,TRUE
1870510929709691_1996521423775307,GroupA3-Interstitial-002,Tap Color-IOS,TRUE
1870510929709691_1996523460441770,GroupB3-Interstitial-001,Tap Color-IOS,TRUE
1870510929709691_1996526077108175,GroupB3-Interstitial-002,Tap Color-IOS,TRUE
1953827774855523_2210235932548038,A2-HB-RewardVideo-001,Word Cross_DA-IOS,TRUE
1953827774855523_2210247115880253,B2-RewardVideo-001,Word Cross_DA-IOS,TRUE
1953827774855523_2210248049213493,B2-RewardVideo-002,Word Cross_DA-IOS,TRUE
1953827774855523_2210249105880054,A7-RewardVideo-006,Word Cross_DA-IOS,TRUE
291293514809614_320852455187053,RewardVideo-001,Classic Solitaire Journey Instant,TRUE
1870510929709691_2008239219270194,GroupB4-RewardVideo-001,Tap Color-IOS,TRUE
1870510929709691_2008238565936926,GroupA4-RewardVideo-001,Tap Color-IOS,TRUE
513329212492709_525838981241732,Interstitial-001,Classic Solitaire World Instant,TRUE
513329212492709_525841301241500,RewardVideo-001,Classic Solitaire World Instant,TRUE
2253723278017982_2279565738767069,Interstitial-001,Line Puzzle Instant,TRUE
2253723278017982_2279567995433510,RewardVideo-001,Line Puzzle Instant,TRUE
335316257201365_363101284422862,GroupA-RewardVideo-001,Word Swipe,TRUE
335316257201365_363102881089369,GroupA-RewardVideo-002,Word Swipe,TRUE
335316257201365_363103544422636,GroupA-RewardVideo-003,Word Swipe,TRUE
335316257201365_363104027755921,GroupB-RewardVideo-001,Word Swipe,TRUE
335316257201365_363104624422528,GroupB-RewardVideo-002,Word Swipe,TRUE
335316257201365_363107037755620,GroupB-RewardVideo-003,Word Swipe,TRUE
1022913917881540_1032890653550533,Interstitial-001,Word Swipe Instant,TRUE
1022913917881540_1032899026883029,RewardVideo-001,Word Swipe Instant,TRUE
327225171400505_358482644941424,GroupA-RewardVideo-001,Word Swipe Puzzle-IOS,TRUE
327225171400505_358482854941403,GroupA-RewardVideo-002,Word Swipe Puzzle-IOS,TRUE
327225171400505_358483121608043,GroupA-RewardVideo-003,Word Swipe Puzzle-IOS,TRUE
327225171400505_358483474941341,GroupB-RewardVideo-001,Word Swipe Puzzle-IOS,TRUE
327225171400505_358483941607961,GroupB-RewardVideo-002,Word Swipe Puzzle-IOS,TRUE
327225171400505_358484191607936,GroupB-RewardVideo-003,Word Swipe Puzzle-IOS,TRUE
682072852175616_714574822258752,GroupA2-RewardVideo-001,Tap Color,TRUE
682072852175616_714575055592062,GroupB2-RewardVideo-001,Tap Color,TRUE
682072852175616_714578082258426,GroupB2-RewardVideo-002,Tap Color,TRUE
682072852175616_714578682258366,GroupB2-RewardVideo-003,Tap Color,TRUE
383571982395830_384662878953407,RewardVideo-001,Pop Color,TRUE
383571982395830_384662388953456,Interstitial-001,Pop Color,TRUE
1636174606482338_1638608076238991,RewardVideo-001,Pop Color-IOS,TRUE
1636174606482338_1638606832905782,Interstitial-001,Pop Color-IOS,TRUE
1870510929709691_2026217907472325,GroupA5-RewardVideo-001,Tap Color-IOS,TRUE
1870510929709691_2026225930804856,GroupA5-RewardVideo-002,Tap Color-IOS,TRUE
1870510929709691_2026228474137935,GroupA5-RewardVideo-003,Tap Color-IOS,TRUE
1870510929709691_2026234484137334,GroupA5-Interstitial-001,Tap Color-IOS,TRUE
1870510929709691_2026236340803815,GroupA5-Interstitial-002,Tap Color-IOS,TRUE
1870510929709691_2026241740803275,GroupB5-RewardVideo-001,Tap Color-IOS,TRUE
1870510929709691_2026244777469638,GroupB5-RewardVideo-002,Tap Color-IOS,TRUE
1870510929709691_2026246920802757,GroupB5-RewardVideo-003,Tap Color-IOS,TRUE
1870510929709691_2026248310802618,GroupB5-Interstitial-001,Tap Color-IOS,TRUE
1870510929709691_2026249170802532,GroupB5-Interstitial-002,Tap Color-IOS,TRUE
682072852175616_745723849143849,A3-RewardVIdeo-001,Tap Color,TRUE
682072852175616_745725272477040,A3-RewardVIdeo-002,Tap Color,TRUE
682072852175616_745725442477023,A3-RewardVIdeo-003,Tap Color,TRUE
682072852175616_745727712476796,B3-RewardVIdeo-001,Tap Color,TRUE
682072852175616_745727889143445,B3-RewardVIdeo-002,Tap Color,TRUE
682072852175616_745728132476754,B3-RewardVIdeo-003,Tap Color,TRUE
682072852175616_745729995809901,B3-RewardVIdeo-004,Tap Color,TRUE
335316257201365_372849366781387,A2-RewardVIdeo-001,Word Swipe,TRUE
335316257201365_372849603448030,A2-RewardVIdeo-002,Word Swipe,TRUE
335316257201365_372849773448013,A2-RewardVIdeo-003,Word Swipe,TRUE
335316257201365_372849970114660,B2-RewardVIdeo-001,Word Swipe,TRUE
335316257201365_372850640114593,B2-RewardVIdeo-002,Word Swipe,TRUE
335316257201365_372853306780993,B2-RewardVIdeo-003,Word Swipe,TRUE
335316257201365_372853623447628,B2-RewardVIdeo-004,Word Swipe,TRUE
327225171400505_367209554068733,A2-RewardVIdeo-001,Word Swipe Puzzle-IOS,TRUE
327225171400505_367209984068690,A2-RewardVIdeo-002,Word Swipe Puzzle-IOS,TRUE
327225171400505_367210157402006,A2-RewardVIdeo-003,Word Swipe Puzzle-IOS,TRUE
327225171400505_367210344068654,B2-RewardVIdeo-001,Word Swipe Puzzle-IOS,TRUE
327225171400505_367211477401874,B2-RewardVIdeo-002,Word Swipe Puzzle-IOS,TRUE
327225171400505_367211624068526,B2-RewardVIdeo-003,Word Swipe Puzzle-IOS,TRUE
327225171400505_367211737401848,B2-RewardVIdeo-004,Word Swipe Puzzle-IOS,TRUE
1870510929709691_2043183979109051,A6-RewardVIdeo-001,Tap Color-IOS,TRUE
1870510929709691_2043185015775614,A6-RewardVIdeo-002,Tap Color-IOS,TRUE
1870510929709691_2043185842442198,A6-RewardVIdeo-003,Tap Color-IOS,TRUE
1870510929709691_2043186692442113,B6-RewardVIdeo-001,Tap Color-IOS,TRUE
1870510929709691_2043187179108731,B6-RewardVIdeo-002,Tap Color-IOS,TRUE
1870510929709691_2043232625770853,B6-RewardVIdeo-003,Tap Color-IOS,TRUE
1870510929709691_2043233389104110,B6-RewardVIdeo-004,Tap Color-IOS,TRUE
2250922165181281_2251496741790490,Interstitial-001,Word Cross_JA,TRUE
2250922165181281_2251496341790530,RewardVIdeo-001,Word Cross_JA,TRUE
980816392116841_981340795397734,Interstitial-001,Word Cross_JA-IOS,TRUE
980816392116841_981342185397595,RewardVIdeo-001,Word Cross_JA-IOS,TRUE
1206862889467247_1208228202664049,RewardVIdeo-001,Cats Cup-IOS,TRUE
1206862889467247_1208228635997339,Interstitial-001,Cats Cup-IOS,TRUE
1180884968728264_1221452191338208,Interstitial-001,Cats Cup Instant,TRUE
1180884968728264_1221448868005207,RewardVideo-001,Cats Cup Instant,TRUE
249649185989782_253271885627512,RewardVideo-001,Foodie Fill-IOS,TRUE
249649185989782_253270622294305,Interstitial-001,Foodie Fill-IOS,TRUE
383571982395830_410746433011718,A1-RewardVIdeo-001,Pop Color,TRUE
383571982395830_410746893011672,A1-Interstitial-001,Pop Color,TRUE
383571982395830_410747319678296,B1-RewardVIdeo-001,Pop Color,TRUE
383571982395830_410747503011611,B1-RewardVIdeo-002,Pop Color,TRUE
383571982395830_410747709678257,B1-RewardVIdeo-003,Pop Color,TRUE
383571982395830_410747949678233,B1-RewardVIdeo-004,Pop Color,TRUE
383571982395830_410748796344815,B1-Interstitial-001,Pop Color,TRUE
383571982395830_410749196344775,B1-Interstitial-002,Pop Color,TRUE
2250922165181281_2273661542907343,A1-RewardVIdeo-001,Word Cross_JA,TRUE
2250922165181281_2273660796240751,A1-Interstitial-001,Word Cross_JA,TRUE
2250922165181281_2273661926240638,B1-RewardVIdeo-001,Word Cross_JA,TRUE
2250922165181281_2273662236240607,B1-RewardVIdeo-002,Word Cross_JA,TRUE
2250922165181281_2273662522907245,B1-RewardVIdeo-003,Word Cross_JA,TRUE
2250922165181281_2273662599573904,B1-RewardVIdeo-004,Word Cross_JA,TRUE
980816392116841_1003778039820676,A1-RewardVIdeo-001,Word Cross_JA-IOS,TRUE
980816392116841_1003776813154132,A1-Interstitial-001,Word Cross_JA-IOS,TRUE
980816392116841_1003778273153986,B1-RewardVIdeo-001,Word Cross_JA-IOS,TRUE
980816392116841_1003778463153967,B1-RewardVIdeo-002,Word Cross_JA-IOS,TRUE
980816392116841_1003778806487266,B1-RewardVIdeo-003,Word Cross_JA-IOS,TRUE
980816392116841_1003779053153908,B1-RewardVIdeo-004,Word Cross_JA-IOS,TRUE
980816392116841_1003777106487436,B1-Interstitial-001,Word Cross_JA-IOS,TRUE
980816392116841_1003777823154031,B1-Interstitial-002,Word Cross_JA-IOS,TRUE
1250502285112983_1252612294901982,Interstitial-001,Word Swipe_DE,TRUE
1250502285112983_1252612534901958,RewardVIdeo-001,Word Swipe_DE,TRUE
271652810421445_273294610257265,Interstitial-001,Word Swipe_DE-IOS,TRUE
271652810421445_273294026923990,RewardVIdeo-001,Word Swipe_DE-IOS,TRUE
142571163112987_306425126727589,A2-RewardVIdeo-001,Word Cross-IOS,TRUE
142571163112987_306425293394239,A2-RewardVIdeo-002,Word Cross-IOS,TRUE
142571163112987_306425500060885,A2-RewardVIdeo-003,Word Cross-IOS,TRUE
142571163112987_306426326727469,A2-RewardVIdeo-004,Word Cross-IOS,TRUE
142571163112987_306416603395108,B2-RewardVIdeo-001,Word Cross-IOS,TRUE
142571163112987_306416503395118,B2-RewardVIdeo-002,Word Cross-IOS,TRUE
142571163112987_306423490061086,B2-RewardVIdeo-003,Word Cross-IOS,TRUE
142571163112987_306423743394394,B2-RewardVIdeo-004,Word Cross-IOS,TRUE
1870510929709691_2103476989746416,A7-RewardVideo-001,Tap Color-IOS,TRUE
1870510929709691_2103478029746312,A7-RewardVideo-002,Tap Color-IOS,TRUE
1870510929709691_2103481976412584,A7-RewardVideo-003,Tap Color-IOS,TRUE
1870510929709691_2103482996412482,A7-RewardVideo-004,Tap Color-IOS,TRUE
1870510929709691_2103486463078802,B7-RewardVideo-001,Tap Color-IOS,TRUE
1870510929709691_2103487739745341,B7-RewardVideo-002,Tap Color-IOS,TRUE
1870510929709691_2103488936411888,B7-RewardVideo-003,Tap Color-IOS,TRUE
1870510929709691_2103508819743233,B7-RewardVideo-004,Tap Color-IOS,TRUE
2250922165181281_2273661046240726,B1-Interstitial-001,Word Cross_JA,TRUE
2250922165181281_2273661306240700,B1-Interstitial-002,Word Cross_JA,TRUE
309352379566511_582067798961633,A1-RewardVideo-001,Word Cross_FR-IOS,TRUE
309352379566511_582068038961609,A1-RewardVideo-002,Word Cross_FR-IOS,TRUE
309352379566511_582068225628257,A1-RewardVideo-003,Word Cross_FR-IOS,TRUE
309352379566511_582058878962525,B1-RewardVideo-001,Word Cross_FR-IOS,TRUE
309352379566511_582059372295809,B1-RewardVideo-002,Word Cross_FR-IOS,TRUE
309352379566511_582059675629112,B1-RewardVideo-003,Word Cross_FR-IOS,TRUE
309352379566511_582060058962407,B1-RewardVideo-004,Word Cross_FR-IOS,TRUE
405566526687398_406081656635885,RewardVideo-001,Word Swipe_FR,TRUE
405566526687398_406427036601347,Interstitial-001,Word Swipe_FR,TRUE
2272720433014032_2275222999430442,RewardVideo-001,Word Swipe_FR-IOS,TRUE
2272720433014032_2275731829379559,Interstitial-001,Word Swipe_FR-IOS,TRUE
125143424830537_309475013064043,B3-RewardVideo-001,Solitaire Fishdom,TRUE
125143424830537_309475929730618,B3-RewardVideo-002,Solitaire Fishdom,TRUE
125143424830537_309476609730550,B3-RewardVideo-003,Solitaire Fishdom,TRUE
125143424830537_309477759730435,B3-RewardVideo-004,Solitaire Fishdom,TRUE
125143424830537_309468989731312,A3-HB-RewardVideo-001,Solitaire Fishdom,TRUE
1469410439821807_2063491417080370,A1-RewardVideo-001,Collection Fishdom,TRUE
1469410439821807_2063525100410335,B1-RewardVideo-001,Collection Fishdom,TRUE
1469410439821807_2063529113743267,B1-RewardVideo-002,Collection Fishdom,TRUE
1469410439821807_2063531190409726,B1-RewardVideo-003,Collection Fishdom,TRUE
1469410439821807_2063533867076125,B1-RewardVideo-004,Collection Fishdom,TRUE
402287577215287_408709699906408,RewardVideo-001,Sudoku,TRUE
402287577215287_408710549906323,Interstitial-001,Sudoku,TRUE
262533381356122_270120077264119,RewardVideo-001,Sudoku-IOS,TRUE
262533381356122_270120510597409,Interstitial-001,Sudoku-IOS,TRUE
1915827571988892_2214247672146879,A1-RewardVideo-001,Word Cross,TRUE
1915827571988892_2214257258812587,B1-RewardVideo-001,Word Cross,TRUE
1915827571988892_2214258465479133,B1-RewardVideo-002,Word Cross,TRUE
1915827571988892_2214258858812427,B1-RewardVideo-003,Word Cross,TRUE
1915827571988892_2214259332145713,B1-RewardVideo-004,Word Cross,TRUE
1250502285112983_1268801186616426,A1-RewardVideo-001,Word Swipe_DE,TRUE
1250502285112983_1268801703283041,A1-Interstitial-001,Word Swipe_DE,TRUE
1250502285112983_1269272836569261,B1-RewardVideo-001,Word Swipe_DE,TRUE
1250502285112983_1269273639902514,B1-RewardVideo-002,Word Swipe_DE,TRUE
1250502285112983_1269273996569145,B1-RewardVideo-003,Word Swipe_DE,TRUE
1250502285112983_1269274463235765,B1-RewardVideo-004,Word Swipe_DE,TRUE
1250502285112983_1269275023235709,B1-Interstitial-001,Word Swipe_DE,TRUE
1250502285112983_1269275529902325,B1-Interstitial-002,Word Swipe_DE,TRUE
1015973735278329_1018880518320984,RewardVideo-001,Foodie Fill Instant,TRUE
1015973735278329_1018892481653121,Interstitial-001,Foodie Fill Instant,TRUE
271652810421445_286781722241887,A1-RewardVideo-001,Word Swipe_DE-IOS,TRUE
271652810421445_286783108908415,A1-Interstitial-001,Word Swipe_DE-IOS,TRUE
271652810421445_286782112241848,B1-RewardVideo-001,Word Swipe_DE-IOS,TRUE
271652810421445_286782388908487,B1-RewardVideo-002,Word Swipe_DE-IOS,TRUE
271652810421445_286782642241795,B1-RewardVideo-003,Word Swipe_DE-IOS,TRUE
271652810421445_286782872241772,B1-RewardVideo-004,Word Swipe_DE-IOS,TRUE
271652810421445_286783515575041,B1-Interstitial-001,Word Swipe_DE-IOS,TRUE
271652810421445_286783688908357,B1-Interstitial-002,Word Swipe_DE-IOS,TRUE
383571982395830_427364794683215,A2-RewardVIdeo-001,Pop Color,TRUE
383571982395830_427365108016517,A2-RewardVIdeo-002,Pop Color,TRUE
383571982395830_427365414683153,A2-RewardVIdeo-003,Pop Color,TRUE
383571982395830_427370331349328,A2-RewardVIdeo-004,Pop Color,TRUE
383571982395830_427387751347586,B2-RewardVideo-001,Pop Color,TRUE
383571982395830_427389314680763,B2-RewardVideo-002,Pop Color,TRUE
383571982395830_427389841347377,B2-RewardVideo-003,Pop Color,TRUE
383571982395830_427390134680681,B2-RewardVideo-004,Pop Color,TRUE
682072852175616_792606011122299,A5-RewardVideo-001,Tap Color,TRUE
682072852175616_792606724455561,A5-RewardVideo-002,Tap Color,TRUE
682072852175616_792607147788852,A5-RewardVideo-003,Tap Color,TRUE
682072852175616_792607877788779,A5-RewardVideo-004,Tap Color,TRUE
682072852175616_792609607788606,B5-RewardVideo-001,Tap Color,TRUE
682072852175616_792610904455143,B5-RewardVideo-002,Tap Color,TRUE
682072852175616_792612841121616,B5-RewardVideo-003,Tap Color,TRUE
682072852175616_792613644454869,B5-RewardVideo-004,Tap Color,TRUE
1544926392290532_2103877563062076,A2-HB-RewardVideo-001,Word Across_FR,TRUE
1544926392290532_2103880469728452,B2-RewardVideo-001,Word Across_FR,TRUE
1544926392290532_2103881519728347,B2-RewardVideo-002,Word Across_FR,TRUE
1544926392290532_2103883763061456,B2-RewardVideo-003,Word Across_FR,TRUE
1544926392290532_2103884819728017,B2-RewardVideo-004,Word Across_FR,TRUE
948777231956940_1251812848320042,A2-RewardVideo-001,Word Across_FR-IOS,TRUE
948777231956940_1251813088320018,A2-RewardVideo-002,Word Across_FR-IOS,TRUE
948777231956940_1251813568319970,B2-RewardVideo-001,Word Across_FR-IOS,TRUE
948777231956940_1251813851653275,B2-RewardVideo-002,Word Across_FR-IOS,TRUE
948777231956940_1251814054986588,B2-RewardVideo-003,Word Across_FR-IOS,TRUE
948777231956940_1251814274986566,B2-RewardVideo-004,Word Across_FR-IOS,TRUE
377744832638820_642255382854429,A3-HB-RewardVideo-001,Word Cross_FR,TRUE
377744832638820_642255816187719,B9-RewardVideo-001,Word Cross_FR,TRUE
377744832638820_642256129521021,B9-RewardVideo-003,Word Cross_FR,TRUE
377744832638820_642256336187667,B3-RewardVideo-003,Word Cross_FR,TRUE
377744832638820_642258242854143,B3-RewardVideo-004,Word Cross_FR,TRUE
142571163112987_321603868543048,B3-RewardVIdeo-001,Word Cross-IOS,TRUE
142571163112987_321604221876346,B3-RewardVIdeo-002,Word Cross-IOS,TRUE
142571163112987_321604851876283,B3-RewardVIdeo-003,Word Cross-IOS,TRUE
142571163112987_321605028542932,B3-RewardVIdeo-004,Word Cross-IOS,TRUE
142571163112987_321607048542730,B3-Interstitial-001,Word Cross-IOS,TRUE
142571163112987_321607258542709,B3-Interstitial-002,Word Cross-IOS,TRUE
142571163112987_321607421876026,B3-Interstitial-003,Word Cross-IOS,TRUE
142571163112987_321608685209233,A3-RewardVIdeo-001,Word Cross-IOS,TRUE
142571163112987_321608941875874,A3-RewardVIdeo-002,Word Cross-IOS,TRUE
142571163112987_321609545209147,A3-RewardVIdeo-003,Word Cross-IOS,TRUE
142571163112987_321609008542534,A3-RewardVIdeo-004,Word Cross-IOS,TRUE
142571163112987_321608021875966,A3-Interstitial-001,Word Cross-IOS,TRUE
142571163112987_321608228542612,A3-Interstitial-002,Word Cross-IOS,TRUE
142571163112987_321608365209265,A3-Interstitial-003,Word Cross-IOS,TRUE
1250502285112983_1277900795706465,A2-RewardVideo-001,Word Swipe_DE,TRUE
1250502285112983_1277903019039576,A2-RewardVideo-002,Word Swipe_DE,TRUE
1250502285112983_1277903349039543,A2-RewardVideo-003,Word Swipe_DE,TRUE
1250502285112983_1277904082372803,A2-RewardVideo-004,Word Swipe_DE,TRUE
1250502285112983_1277904592372752,B2-RewardVideo-001,Word Swipe_DE,TRUE
1250502285112983_1277904865706058,B2-RewardVideo-002,Word Swipe_DE,TRUE
1250502285112983_1277905059039372,B2-RewardVideo-003,Word Swipe_DE,TRUE
1250502285112983_1277905322372679,B2-RewardVideo-004,Word Swipe_DE,TRUE
402287577215287_416729695771075,A1-RewardVideo-001,Sudoku,TRUE
402287577215287_416729892437722,A1-Interstitial-001,Sudoku,TRUE
402287577215287_416730189104359,B1-RewardVideo-001,Sudoku,TRUE
402287577215287_416730522437659,B1-RewardVideo-002,Sudoku,TRUE
402287577215287_416731799104198,B1-RewardVideo-003,Sudoku,TRUE
402287577215287_416732039104174,B1-RewardVideo-004,Sudoku,TRUE
402287577215287_416732405770804,B1-Interstitial-001,Sudoku,TRUE
402287577215287_416732762437435,B1-Interstitial-002,Sudoku,TRUE
1464433560319269_2098603840235568,A3-RewardVideo-001,Word Cross_DE,TRUE
1464433560319269_2098608470235105,B3-RewardVideo-001,Word Cross_DE,TRUE
1464433560319269_2098609153568370,B3-RewardVideo-002,Word Cross_DE,TRUE
1464433560319269_2098610073568278,B3-RewardVideo-003,Word Cross_DE,TRUE
1464433560319269_2098611313568154,B3-RewardVideo-004,Word Cross_DE,TRUE
913827968791808_1211203629054239,A2-HB-RewardVideo-001,Word Across_DE-IOS,TRUE
913827968791808_1211204189054183,B2-RewardVideo-001,Word Across_DE-IOS,TRUE
913827968791808_1211204425720826,B2-RewardVideo-002,Word Across_DE-IOS,TRUE
913827968791808_1211204952387440,B2-RewardVideo-003,Word Across_DE-IOS,TRUE
913827968791808_1211205252387410,B2-RewardVideo-004,Word Across_DE-IOS,TRUE
419337385545846_419926135486971,RewardVideo-001,Word Swipe_ES,TRUE
419337385545846_419936392152612,Interstitial-001,Word Swipe_ES,TRUE
1537760746354407_1538626572934491,RewardVideo-001,Word Swipe_ES-IOS,TRUE
1537760746354407_1538628886267593,Interstitial-001,Word Swipe_ES-IOS,TRUE
1981005905484606_2253184051600122,A3-HB-RewardVideo-001,Word Across_DE,TRUE
1981005905484606_2253184304933430,B3-RewardVideo-001,Word Across_DE,TRUE
1981005905484606_2253184741600053,B3-RewardVideo-002,Word Across_DE,TRUE
1981005905484606_2253185601599967,B3-RewardVideo-003,Word Across_DE,TRUE
1981005905484606_2253187718266422,B3-RewardVideo-004,Word Across_DE,TRUE
980816392116841_1033216626876817,A2-RewardVideo-001,Word Cross_JA-IOS,TRUE
980816392116841_1033216833543463,A2-RewardVideo-002,Word Cross_JA-IOS,TRUE
980816392116841_1033217036876776,A2-RewardVideo-003,Word Cross_JA-IOS,TRUE
980816392116841_1033217136876766,A2-RewardVideo-004,Word Cross_JA-IOS,TRUE
980816392116841_1033218463543300,A2-Interstitial-001,Word Cross_JA-IOS,TRUE
980816392116841_1033218766876603,A2-Interstitial-002,Word Cross_JA-IOS,TRUE
980816392116841_1033214863543660,B2-RewardVideo-001,Word Cross_JA-IOS,TRUE
980816392116841_1033215116876968,B2-RewardVideo-002,Word Cross_JA-IOS,TRUE
980816392116841_1033215250210288,B2-RewardVideo-003,Word Cross_JA-IOS,TRUE
980816392116841_1033215396876940,B2-RewardVideo-004,Word Cross_JA-IOS,TRUE
980816392116841_1033217453543401,B2-Interstitial-001,Word Cross_JA-IOS,TRUE
980816392116841_1033218173543329,B2-Interstitial-002,Word Cross_JA-IOS,TRUE
335316257201365_414017462664577,A3-Interstitial-001,Word Swipe,TRUE
335316257201365_414018419331148,A3-Interstitial-002,Word Swipe,TRUE
335316257201365_414029865996670,B3-Interstitial-001,Word Swipe,TRUE
335316257201365_414030595996597,B3-Interstitial-002,Word Swipe,TRUE
335316257201365_414031629329827,B3-Interstitial-003,Word Swipe,TRUE
335316257201365_414031842663139,B3-Interstitial-004,Word Swipe,TRUE
682072852175616_801863840196516,A6-Interstitial-001,Tap Color,TRUE
682072852175616_801864953529738,A6-Interstitial-002,Tap Color,TRUE
682072852175616_801866260196274,B6-Interstitial-001,Tap Color,TRUE
682072852175616_801867510196149,B6-Interstitial-002,Tap Color,TRUE
682072852175616_801873720195528,B6-Interstitial-003,Tap Color,TRUE
682072852175616_801870306862536,B6-Interstitial-004,Tap Color,TRUE
2301584593500390_2302162373442612,RewardVideo-001,Word Swipe_JA,TRUE
2301584593500390_2302163053442544,Interstitial-001,Word Swipe_JA,TRUE
629155234216399_629636817501574,RewardVideo-001,Word Swipe_JA-IOS,TRUE
629155234216399_629636700834919,Interstitial-001,Word Swipe_JA-IOS,TRUE
1915827571988892_2233383323566647,New-FB-Interstitial-001,Word Cross,TRUE
2250922165181281_2310924439181053,New-FB-Interstitial-001,Word Cross_JA,TRUE
1250502285112983_1290871847742693,New-FB-Interstitial-001,Word Swipe_DE,TRUE
383571982395830_441765383243156,New-FB-Interstitial-001,Pop Color,TRUE
980816392116841_1040294672835679,New-FB-Interstitial-001,Word Cross_JA-IOS,TRUE
