placementId,appName,status,siteName
ca-app-pub-9240980261558928/6688513038,Word Swipe_DE,TRUE,NewAdmob-RewardVideo-002
ca-app-pub-9240980261558928/5442401048,Word Swipe_DE,TRUE,NewAdmob-RewardVideo-003
ca-app-pub-9240980261558928/3427924879,Pop Color,TRUE,NewAdmob-RewardVideo-001
ca-app-pub-9240980261558928/2951490145,Pop Color,TRUE,NewAdmob-RewardVideo-002
ca-app-pub-9240980261558928/3232483752,Pop Color,TRUE,NewAdmob-RewardVideo-003
ca-app-pub-9240980261558928/4710939155,Word Cross_ES,TRUE,NewAdmob-RewardVideo-001
ca-app-pub-9240980261558928/2947265496,Word Cross_ES,TRUE,NewAdmob-RewardVideo-002
ca-app-pub-9240980261558928/5083308395,Word Swipe_DE-IOS,TRUE,NewAdmob-RewardVideo-001
ca-app-pub-9240980261558928/9358908408,Word Swipe_DE-IOS,TRUE,NewAdmob-RewardVideo-002
ca-app-pub-9240980261558928/3903401742,Word Swipe_DE-IOS,TRUE,NewAdmob-RewardVideo-003
ca-app-pub-9240980261558928/6740893046,Spider2,TRUE,NewAdmob-Interstitial-001
ca-app-pub-9240980261558928/4342816644,Super Challenges,TRUE,NewAdmob-Interstitial-001
ca-app-pub-9240980261558928/7003449639,Classic Solitaire,TRUE,NewAdmob-Interstitial-001
ca-app-pub-9240980261558928/5139681540,Word Swipe_DE,TRUE,NewAdmob-Interstitial-001
ca-app-pub-9240980261558928/8856421501,Spider Fishdom,TRUE,NewAdmob-Interstitial-001
ca-app-pub-9240980261558928/2362664330,Pop Color,TRUE,NewAdmob-Interstitial-001
ca-app-pub-9240980261558928/6010212377,Word Cross_ES,TRUE,NewAdmob-Interstitial-001
ca-app-pub-9240980261558928/1008864849,Word Swipe_DE-IOS,TRUE,NewAdmob-Interstitial-001
ca-app-pub-9240980261558928/5221741905,Pyramid Fishdom,TRUE,NewAdmob-Interstitial-001
ca-app-pub-9240980261558928/1156226586,Solitaire Collection,TRUE,NewAdmob-Interstitial-001
ca-app-pub-9240980261558928/4616937361,Spider2,TRUE,NewAdmob-Interstitial-002
ca-app-pub-9240980261558928/2678025961,Super Challenges,TRUE,NewAdmob-Interstitial-002
ca-app-pub-9240980261558928/2318933317,Classic Solitaire,TRUE,NewAdmob-Interstitial-002
ca-app-pub-9240980261558928/7520580107,Word Swipe_DE,TRUE,NewAdmob-Interstitial-002
ca-app-pub-9240980261558928/6179600359,Spider Fishdom,TRUE,NewAdmob-Interstitial-002
ca-app-pub-9240980261558928/6019796178,Pop Color,TRUE,NewAdmob-Interstitial-002
ca-app-pub-9240980261558928/7369904813,Word Cross_ES,TRUE,NewAdmob-Interstitial-002
ca-app-pub-9240980261558928/7109516564,Word Swipe_DE-IOS,TRUE,NewAdmob-Interstitial-002
ca-app-pub-9240980261558928/9371782043,Pyramid Fishdom,TRUE,NewAdmob-Interstitial-002
ca-app-pub-9240980261558928/3469676531,Solitaire Collection,TRUE,NewAdmob-Interstitial-002
ca-app-pub-9240980261558928/5117778048,Spider2,TRUE,NewAdmob-Interstitial-003
ca-app-pub-9240980261558928/1528595821,Super Challenges,TRUE,NewAdmob-Interstitial-003
ca-app-pub-9240980261558928/6477670174,Classic Solitaire,TRUE,NewAdmob-Interstitial-003
ca-app-pub-9240980261558928/3471376659,Word Swipe_DE,TRUE,NewAdmob-Interstitial-003
ca-app-pub-9240980261558928/5002250056,Spider Fishdom,TRUE,NewAdmob-Interstitial-003
ca-app-pub-9240980261558928/8801872181,Pop Color,TRUE,NewAdmob-Interstitial-003
ca-app-pub-9240980261558928/4552169784,Word Cross_ES,TRUE,NewAdmob-Interstitial-003
ca-app-pub-9240980261558928/2130374824,Word Swipe_DE-IOS,TRUE,NewAdmob-Interstitial-003
ca-app-pub-9240980261558928/3747920278,Pyramid Fishdom,TRUE,NewAdmob-Interstitial-003
ca-app-pub-9240980261558928/4777575692,Solitaire Collection,TRUE,NewAdmob-Interstitial-003
ca-app-pub-9240980261558928/1060759752,Tap Color,TRUE,Banner-001-New
ca-app-pub-9240980261558928/2198102671,Tap Color,TRUE,Banner-002-New
ca-app-pub-9240980261558928/3072200646,Tap Color,TRUE,Banner-003-New
ca-app-pub-9240980261558928/9007053609,Word Cross,TRUE,RewardVideo-001-New
ca-app-pub-9240980261558928/2777876541,Word Cross,TRUE,RewardVideo-002-New
ca-app-pub-9240980261558928/4035117896,Word Cross,TRUE,RewardVideo-003-New
ca-app-pub-9240980261558928/4649006193,Word Cross-IOS,TRUE,New-Interstitial-001
ca-app-pub-9240980261558928/8153492152,Pyramid Solitaire,TRUE,New-Interstitial-001
ca-app-pub-9240980261558928/6486021418,Spider Solitaire,TRUE,New-Interstitial-001
ca-app-pub-9240980261558928/1348534360,FreeCell Fishdom,TRUE,New-Interstitial-001
ca-app-pub-9240980261558928/4825100165,Word Cross_FR,TRUE,New-Interstitial-001
ca-app-pub-9240980261558928/8405252528,New Solitaire Lite,TRUE,New-Interstitial-001
ca-app-pub-9240980261558928/7447394074,Word Across_FR,TRUE,New-Interstitial-001
ca-app-pub-9240980261558928/5495662934,Solitaire_IOS,TRUE,New-Interstitial-001
ca-app-pub-9240980261558928/1033673742,FreeCell,TRUE,New-Interstitial-001
ca-app-pub-9240980261558928/7027757527,Word Cross-IOS,TRUE,New-Interstitial-002
ca-app-pub-9240980261558928/8364889926,Pyramid Solitaire,TRUE,New-Interstitial-002
ca-app-pub-9240980261558928/2370327216,Spider Solitaire,TRUE,New-Interstitial-002
ca-app-pub-9240980261558928/6510072142,FreeCell Fishdom,TRUE,New-Interstitial-002
ca-app-pub-9240980261558928/8177666598,Word Cross_FR,TRUE,New-Interstitial-002
ca-app-pub-9240980261558928/4793310573,Word Across_FR,TRUE,New-Interstitial-002
ca-app-pub-9240980261558928/9762211004,Solitaire_IOS,TRUE,New-Interstitial-002
ca-app-pub-9240980261558928/1984503773,FreeCell,TRUE,New-Interstitial-002
ca-app-pub-9240980261558928/5343619691,Word Cross-IOS,TRUE,New-Interstitial-003
ca-app-pub-9240980261558928/3233172116,Pyramid Solitaire,TRUE,New-Interstitial-003
ca-app-pub-9240980261558928/1724649324,Spider Solitaire,TRUE,New-Interstitial-003
ca-app-pub-9240980261558928/4772295129,FreeCell Fishdom,TRUE,New-Interstitial-003
ca-app-pub-9240980261558928/8338159132,Word Cross_FR,TRUE,New-Interstitial-003
ca-app-pub-9240980261558928/8162065169,Word Across_FR,TRUE,New-Interstitial-003
ca-app-pub-9240980261558928/4981012831,Solitaire_IOS,TRUE,New-Interstitial-003
ca-app-pub-9240980261558928/1573440230,FreeCell,TRUE,New-Interstitial-003
ca-app-pub-9240980261558928/2915276219,Tap Color-IOS,TRUE,Banner-001-New
ca-app-pub-9240980261558928/1145709601,Tap Color-IOS,TRUE,Banner-002-New
ca-app-pub-9240980261558928/9835907783,Tap Color-IOS,TRUE,Banner-003-New
ca-app-pub-9240980261558928/9564445048,Collection Fishdom,TRUE,Banner-001-New
ca-app-pub-9240980261558928/7340417011,Collection Fishdom,TRUE,Banner-002-New
ca-app-pub-9240980261558928/9372873355,Collection Fishdom,TRUE,Banner-003-New
ca-app-pub-9240980261558928/8078783617,Solitaire Fishdom,TRUE,Banner-001-New
ca-app-pub-9240980261558928/4139538602,Solitaire Fishdom,TRUE,Banner-002-New
ca-app-pub-9240980261558928/8606586590,Solitaire Fishdom,TRUE,Banner-003-New
ca-app-pub-4692013186493463/8065113813,FreeCell2,TRUE,Banner-001-New
ca-app-pub-4692013186493463/5749586443,FreeCell2,TRUE,Banner-002-New
ca-app-pub-4692013186493463/4791727993,Spider2,TRUE,Banner-001-New
ca-app-pub-4692013186493463/7892534054,Word Swipe,TRUE,RewardedVideo-001-New
ca-app-pub-4692013186493463/7801389939,Word Swipe,TRUE,RewardedVideo-002-New
ca-app-pub-4692013186493463/7631188919,Word Swipe,TRUE,RewardedVideo-003-New
ca-app-pub-4692013186493463/1908088949,Tap Color,TRUE,RewardedVideo-001-New
ca-app-pub-4692013186493463/3335531315,Tap Color,TRUE,RewardedVideo-002-New
ca-app-pub-4692013186493463/4073897918,Tap Color,TRUE,RewardedVideo-003-New
ca-app-pub-4692013186493463/6655474000,Word Swipe Puzzle-IOS,TRUE,RewardedVideo-001-New
ca-app-pub-4692013186493463/8198165129,Word Swipe Puzzle-IOS,TRUE,RewardedVideo-002-New
ca-app-pub-4692013186493463/8992372044,Word Swipe Puzzle-IOS,TRUE,RewardedVideo-003-New
ca-app-pub-4692013186493463/2363987157,Word Cross_JA-IOS,TRUE,Banner-001-New
ca-app-pub-4692013186493463/2806485062,Word Swipe,TRUE,Banner-001-New
ca-app-pub-4692013186493463/5017360217,Word Swipe Puzzle-IOS,TRUE,Banner-001-New
ca-app-pub-4692013186493463/4602427244,Word Cross,TRUE,Banner-001-New
ca-app-pub-4692013186493463/2395421522,Word Cross_JA,TRUE,Banner-001-New
ca-app-pub-4692013186493463/9363799337,Super Challenges,TRUE,Banner-001-New
ca-app-pub-4692013186493463/4191363707,Classic Solitaire,TRUE,Banner-001-New
ca-app-pub-4692013186493463/3999792015,Word Swipe_DE,TRUE,Banner-001-New
ca-app-pub-4692013186493463/3014013409,Spider Fishdom,TRUE,Banner-001-New
ca-app-pub-4692013186493463/3041933561,Pop Color,TRUE,Banner-001-New
ca-app-pub-4692013186493463/2092169196,Word Cross_ES,TRUE,Banner-001-New
ca-app-pub-4692013186493463/8713417862,Word Swipe_DE-IOS,TRUE,Banner-001-New
ca-app-pub-4692013186493463/9260212778,Pyramid Fishdom,TRUE,Banner-001-New
ca-app-pub-4692013186493463/3816314404,Solitaire Collection,TRUE,Banner-001-New
ca-app-pub-4692013186493463/1840053609,Word Cross-IOS,TRUE,Banner-001-New
ca-app-pub-4692013186493463/1928517662,Pyramid Solitaire,TRUE,Banner-001-New
ca-app-pub-4692013186493463/6606129277,Spider Solitaire,TRUE,Banner-001-New
ca-app-pub-4692013186493463/4953781035,Word Cross_FR-IOS,TRUE,Banner-001-New
ca-app-pub-4692013186493463/2232959360,FreeCell Fishdom,TRUE,Banner-001-New
ca-app-pub-4692013186493463/9536734317,Word Cross_FR,TRUE,Banner-001-New
ca-app-pub-4692013186493463/8629657383,New Solitaire Lite,TRUE,Banner-001-New
ca-app-pub-4692013186493463/4448059169,Word Across_FR,TRUE,Banner-001-New
ca-app-pub-4692013186493463/6691079128,Solitaire_IOS,TRUE,Banner-001-New
ca-app-pub-4692013186493463/4718332538,FreeCell,TRUE,Banner-001-New
ca-app-pub-4692013186493463/4899130082,Word Swipe_FR,TRUE,RewardedVideo-001-New
ca-app-pub-4692013186493463/3394476723,Word Swipe_FR,TRUE,Interstitial-001-New
ca-app-pub-4692013186493463/3045802990,Word Swipe_FR,TRUE,Banner-001-New
ca-app-pub-4692013186493463/1863092572,Word Swipe_FR-IOS,TRUE,RewardedVideo-001-New
ca-app-pub-4692013186493463/3367745934,Word Swipe_FR-IOS,TRUE,Interstitial-001-New
ca-app-pub-4692013186493463/4332153870,Word Swipe_FR-IOS,TRUE,Banner-001-New
ca-app-pub-4692013186493463/7386881990,Word Swipe_DE-IOS,TRUE,RewardedVideo-001-New
ca-app-pub-4692013186493463/5690656942,Word Swipe_DE-IOS,TRUE,RewardedVideo-002-New
ca-app-pub-4692013186493463/1634317277,Word Swipe_DE-IOS,TRUE,RewardedVideo-003-New
ca-app-pub-4692013186493463/4807275520,Word Cross_JA-IOS,TRUE,RewardedVideo-001-New
ca-app-pub-4692013186493463/6816036353,Word Cross_JA-IOS,TRUE,RewardedVideo-002-New
ca-app-pub-4692013186493463/9432916247,Word Cross_JA-IOS,TRUE,RewardedVideo-003-New
ca-app-pub-9240980261558928/7376285467,Word Swipe_ES,TRUE,New-RewardVideo-001
ca-app-pub-9240980261558928/3245468764,Word Swipe_ES,TRUE,New-Interstitial-001
ca-app-pub-9240980261558928/6801570391,Word Swipe_ES,TRUE,New-Banner-001
ca-app-pub-9240980261558928/2592052016,Word Swipe_ES-IOS,TRUE,New-RewardVideo-001
ca-app-pub-9240980261558928/4470565301,Word Swipe_ES-IOS,TRUE,New-Interstitial-001
ca-app-pub-9240980261558928/2400480322,Word Swipe_ES-IOS,TRUE,New-Banner-001
ca-app-pub-9240980261558928/8733421557,Word Cross_JA-IOS,TRUE,Banner-001-New02
ca-app-pub-9240980261558928/7528151097,Word Swipe,TRUE,Banner-001-New02
ca-app-pub-9240980261558928/5423542563,Word Swipe Puzzle-IOS,TRUE,Banner-001-New02
ca-app-pub-9240980261558928/5778765781,Word Cross,TRUE,Banner-001-New02
ca-app-pub-9240980261558928/8624065754,Word Cross_JA,TRUE,Banner-001-New02
ca-app-pub-9240980261558928/5423187341,Super Challenges,TRUE,Banner-001-New02
ca-app-pub-9240980261558928/1283797639,Classic Solitaire,TRUE,Banner-001-New02
ca-app-pub-9240980261558928/1673189181,Word Swipe_DE,TRUE,Banner-001-New02
ca-app-pub-9240980261558928/7089167393,Spider Fishdom,TRUE,Banner-001-New02
ca-app-pub-9240980261558928/7203172878,Pop Color,TRUE,Banner-001-New02
ca-app-pub-9240980261558928/6820029494,Word Cross_ES,TRUE,Banner-001-New02
ca-app-pub-9240980261558928/8587572589,Word Swipe_DE-IOS,TRUE,Banner-001-New02
ca-app-pub-9240980261558928/4024020353,Pyramid Fishdom,TRUE,Banner-001-New02
ca-app-pub-9240980261558928/9823141942,Solitaire Collection,TRUE,Banner-001-New02
ca-app-pub-9240980261558928/5718700810,Word Cross-IOS,TRUE,Banner-001-New02
ca-app-pub-9240980261558928/5143985741,Pyramid Solitaire,TRUE,Banner-001-New02
ca-app-pub-9240980261558928/6872355608,Spider Solitaire,TRUE,Banner-001-New02
ca-app-pub-9240980261558928/8863738900,Word Cross_FR-IOS,TRUE,Banner-001-New02
ca-app-pub-9240980261558928/7082919226,FreeCell Fishdom,TRUE,Banner-001-New02
ca-app-pub-9240980261558928/7993865588,Word Cross_FR,TRUE,Banner-001-New02
ca-app-pub-9240980261558928/4733277427,New Solitaire Lite,TRUE,Banner-001-New02
ca-app-pub-9240980261558928/7907425040,Word Across_FR,TRUE,Banner-001-New02
ca-app-pub-9240980261558928/5914497156,Solitaire_IOS,TRUE,Banner-001-New02
ca-app-pub-9240980261558928/1045313857,FreeCell,TRUE,Banner-001-New02
ca-app-pub-9240980261558928/1341407888,Word Swipe,TRUE,WordSwipe_Banner-001-New03
ca-app-pub-9240980261558928/9316100827,Tap Color-IOS,TRUE,TapColor-iOS-Banner-001-New03
ca-app-pub-9240980261558928/7811447464,Tap Color-IOS,TRUE,TapColor-iOS-Banner-002-New03
ca-app-pub-9240980261558928/5185284125,Tap Color-IOS,TRUE,TapColor-iOS-Banner-003-New03
ca-app-pub-9240980261558928/9452913764,FreeCell2,TRUE,Banner-002-New02
ca-app-pub-9240980261558928/4413884669,Spider2,TRUE,Banner-001-New02
ca-app-pub-9240980261558928/8849574260,Word Swipe_FR-IOS,TRUE,Banner-001-New
ca-app-pub-9240980261558928/7138883250,Word Swipe_FR-IOS,TRUE,RewardedVideo-001-New
ca-app-pub-9240980261558928/9106571043,Word Swipe_FR,TRUE,RewardedVideo-001-New
ca-app-pub-9240980261558928/3115877762,Word Swipe_FR,TRUE,Banner-001-New
ca-app-pub-9240980261558928/6671979390,Word Swipe_FR,TRUE,Interstitial-001-New
ca-app-pub-9240980261558928/3597247586,Word Swipe_FR-IOS,TRUE,Interstitial-002-New
ca-app-pub-9240980261558928/3552578182,FreeCell2,TRUE,New2-Banner-001
ca-app-pub-9240980261558928/6370313219,FreeCell2,TRUE,New2-Banner-002
ca-app-pub-9240980261558928/2036973073,FreeCell2,TRUE,New-NativeMenu-001
ca-app-pub-9240980261558928/2762897233,FreeCell2,TRUE,New-NativeMenu-002
ca-app-pub-9240980261558928/4990439473,Spider2,TRUE,New2-Banner-001
ca-app-pub-9240980261558928/3844222224,FreeCell Fishdom,TRUE,New-Banner-001
ca-app-pub-9240980261558928/3189616101,Pyramid Solitaire,TRUE,New-Banner-001
ca-app-pub-9240980261558928/9475822856,Word Cross_ES,TRUE,New-Banner-001
ca-app-pub-9240980261558928/2770157168,FreeCell,TRUE,New-Banner-001
ca-app-pub-9240980261558928/9387536409,Word Across_FR,TRUE,New-Banner-001
ca-app-pub-9240980261558928/2303909847,Daily Challenge,TRUE,New-Banner-001
ca-app-pub-9240980261558928/7583500146,Solitaire Flat,TRUE,New-Banner-001
ca-app-pub-9240980261558928/8834315713,Tripeaks Fishdom,TRUE,New-Banner-001
ca-app-pub-9240980261558928/2077335676,Solitaire_IOS,TRUE,New-Banner-001
ca-app-pub-9240980261558928/4771125230,Word Tailor,TRUE,New-Banner-001
ca-app-pub-9240980261558928/9561074027,Solitaire2,TRUE,New-Banner-001
ca-app-pub-9240980261558928/3449470558,Word Shuffle_CS,TRUE,New-Banner-001
ca-app-pub-9240980261558928/1229844789,Word Tailor_FR,TRUE,New-Banner-001
ca-app-pub-9240980261558928/6232203109,Word Cross_FR,TRUE,New-Banner-001
ca-app-pub-9240980261558928/6367934473,Spider Solitaire,TRUE,New-Banner-001
ca-app-pub-9240980261558928/3901553233,Solitaire Lite,TRUE,New-Banner-001
ca-app-pub-9240980261558928/9188882395,Car Escape,TRUE,New-Banner-001
ca-app-pub-9240980261558928/1487142887,Puzzly,TRUE,New-Banner-001
ca-app-pub-9240980261558928/6193277299,Collection Fishdom,TRUE,New-RewardVideo-001
ca-app-pub-9240980261558928/7578032222,Collection Fishdom,TRUE,New-RewardVideo-002
ca-app-pub-9240980261558928/3203672945,Collection Fishdom,TRUE,New-RewardVideo-003
ca-app-pub-9240980261558928/1447738147,Word Swipe_DE-IOS,TRUE,New-RewardVideo-001
ca-app-pub-9240980261558928/1991142550,Word Swipe_DE-IOS,TRUE,New-RewardVideo-002
ca-app-pub-9240980261558928/5080517930,Word Swipe_DE-IOS,TRUE,New-RewardVideo-003
ca-app-pub-9240980261558928/2413335451,Word Cross_FR-IOS,TRUE,New-RewardVideo-001
ca-app-pub-9240980261558928/2613959080,Word Cross_FR-IOS,TRUE,New-RewardVideo-002
ca-app-pub-9240980261558928/1687411297,Word Cross_FR-IOS,TRUE,New-RewardVideo-003
ca-app-pub-9240980261558928/4278394543,Word Cross-IOS,TRUE,New-RewardVideo-001
ca-app-pub-9240980261558928/8608042863,Word Cross-IOS,TRUE,New-RewardVideo-002
ca-app-pub-9240980261558928/3895251165,Word Cross-IOS,TRUE,New-RewardVideo-003
ca-app-pub-9240980261558928/4094082781,Word Across_FR,TRUE,New-RewardVideo-001
ca-app-pub-9240980261558928/5215592761,Word Across_FR,TRUE,New-RewardVideo-002
ca-app-pub-9240980261558928/7650184410,Word Across_FR,TRUE,New-RewardVideo-003
ca-app-pub-9240980261558928/5622786872,Word Shuffle_PT,TRUE,New-RewardVideo-001
ca-app-pub-9240980261558928/9370460191,Word Shuffle_PT,TRUE,New-RewardVideo-002
ca-app-pub-9240980261558928/3133011446,Word Shuffle_PT,TRUE,New-RewardVideo-003
ca-app-pub-9240980261558928/4062949738,Word Cross_ID,TRUE,New-RewardVideo-001
ca-app-pub-9240980261558928/4321792422,Word Flat,TRUE,New-RewardVideo-001
ca-app-pub-9240980261558928/4856500111,Word Flat,TRUE,New-RewardVideo-002
ca-app-pub-9240980261558928/8736514305,Word Flat,TRUE,New-RewardVideo-003
ca-app-pub-9240980261558928/9342540032,Word Cross_DE,TRUE,New-RewardVideo-001
ca-app-pub-9240980261558928/2063472350,Word Cross_DE,TRUE,New-RewardVideo-002
ca-app-pub-9240980261558928/5619573984,Word Cross_DE,TRUE,New-RewardVideo-003
ca-app-pub-9240980261558928/8017015924,Word Cross_DE-IOS,TRUE,New-RewardVideo-001
ca-app-pub-9240980261558928/8409388850,Word Cross_DE-IOS,TRUE,New-RewardVideo-002
ca-app-pub-9240980261558928/2530376213,Word Cross_DE-IOS,TRUE,New-RewardVideo-003
ca-app-pub-9240980261558928/8329497801,Word Cross_DA-IOS,TRUE,New-RewardVideo-001
ca-app-pub-9240980261558928/4007109416,Word Cross_DA-IOS,TRUE,New-RewardVideo-002
ca-app-pub-9240980261558928/2502456053,Word Cross_DA-IOS,TRUE,New-RewardVideo-003
ca-app-pub-9240980261558928/1269265435,Word Flat_FR,TRUE,New-RewardVideo-001
ca-app-pub-9240980261558928/9419040580,Word Flat_FR,TRUE,New-RewardVideo-002
ca-app-pub-9240980261558928/2745998637,Word Flat_FR,TRUE,New-RewardVideo-003
ca-app-pub-9240980261558928/9666630201,Word Cross_DA,TRUE,New-RewardVideo-001
ca-app-pub-9240980261558928/4222731839,Word Cross_DA,TRUE,New-RewardVideo-002
ca-app-pub-9240980261558928/3456445075,Word Swipe_FR-IOS,TRUE,New-RewardVideo-001
ca-app-pub-9240980261558928/4003239985,Word Cross_NL-IOS,TRUE,New-RewardVideo-001
ca-app-pub-9240980261558928/9333967021,Word Tailor,TRUE,New-RewardVideo-001
ca-app-pub-9240980261558928/6029980985,Super Challenges,TRUE,New-RewardVideo-001
ca-app-pub-9240980261558928/5263694226,Super Challenges,TRUE,New-RewardVideo-002
ca-app-pub-9240980261558928/2226467343,Word Cross_ES-IOS,TRUE,New-RewardVideo-001
ca-app-pub-9240980261558928/9826234692,Word Tailor_FR,TRUE,New-RewardVideo-001
ca-app-pub-9240980261558928/9634663009,Word Tailor_FR,TRUE,New-RewardVideo-002
ca-app-pub-9240980261558928/6764478156,Classic Solitaire,TRUE,New-RewardVideo-001
ca-app-pub-9240980261558928/4793399869,Classic Solitaire,TRUE,New-RewardVideo-002
ca-app-pub-9240980261558928/9718601095,Word Cross_IT,TRUE,New-RewardVideo-001
ca-app-pub-9240980261558928/3153192749,Word Cross_IT,TRUE,New-RewardVideo-002
ca-app-pub-9240980261558928/2961621053,Word Cross_IT,TRUE,New-RewardVideo-003
ca-app-pub-9240980261558928/5563077122,Word Across_ES,TRUE,New-RewardVideo-001
ca-app-pub-9240980261558928/7250729160,Word Across_ES,TRUE,New-RewardVideo-002
ca-app-pub-9240980261558928/5751435926,Word Across_ES,TRUE,New-RewardVideo-003
ca-app-pub-9240980261558928/2111573810,Word Across_FR-IOS,TRUE,New-RewardVideo-001
ca-app-pub-9240980261558928/5859247138,Word Across_FR-IOS,TRUE,New-RewardVideo-002
ca-app-pub-9240980261558928/6789185428,Word Across_FR-IOS,TRUE,New-RewardVideo-003
ca-app-pub-9240980261558928/3811011754,Word Cross_SV,TRUE,New-RewardVideo-001
ca-app-pub-9240980261558928/2130264421,Word Cross_FR,TRUE,New-RewardVideo-001
ca-app-pub-9240980261558928/6616304345,Word Cross_FR,TRUE,New-RewardVideo-002
ca-app-pub-9240980261558928/8333189620,Word Cross_FR,TRUE,New-RewardVideo-003
ca-app-pub-9240980261558928/5697742836,Doodle Color-IOS,TRUE,RewardVideo-001
ca-app-pub-9240980261558928/3970207129,Doodle Color-IOS,TRUE,Interstitial-001
ca-app-pub-9240980261558928/4872225257,Doodle Color-IOS,TRUE,Banner-001
ca-app-pub-9240980261558928/9202352508,Doodle Color,TRUE,RewardVideo-001
ca-app-pub-9240980261558928/1128421363,Doodle Color,TRUE,Interstitial-001
ca-app-pub-9240980261558928/6656080217,Doodle Color,TRUE,Banner-001
ca-app-pub-9240980261558928/8045183500,Tap Color,TRUE,New-Banner-001
ca-app-pub-9240980261558928/5184228202,Tap Color,TRUE,New-Banner-002
ca-app-pub-9240980261558928/5675182797,Tap Color,TRUE,New-Banner-003
ca-app-pub-9240980261558928/3422933283,Pop Color,TRUE,Banner-New-001
ca-app-pub-9240980261558928/5474381554,Pop Color,TRUE,Banner-New-002
ca-app-pub-9240980261558928/2773687287,Pop Color,TRUE,Banner-New-003
ca-app-pub-9240980261558928/6575101422,Solitaire Flat,TRUE,New-Interstitial-001
ca-app-pub-9240980261558928/7992124873,Solitaire Flat,TRUE,New-Interstitial-002
ca-app-pub-9240980261558928/5912756441,Solitaire Flat,TRUE,New-Interstitial-003
ca-app-pub-9240980261558928/9714671590,Word Swipe_JA,TRUE,RewardVideo-001-New
ca-app-pub-9240980261558928/2770043199,Word Swipe_JA,TRUE,RewardVideo-002-New
ca-app-pub-9240980261558928/7830798182,Word Swipe_JA,TRUE,RewardVideo-003-New
ca-app-pub-9240980261558928/6509267215,Word Swipe_JA,TRUE,Interstitial-001-New
ca-app-pub-9240980261558928/7854795012,Word Swipe_JA,TRUE,Interstitial-002-New
ca-app-pub-9240980261558928/2378450511,Word Swipe_JA,TRUE,Interstitial-003-New
ca-app-pub-9240980261558928/2330349053,Word Swipe_JA-IOS,TRUE,RewardVideo-001-New
ca-app-pub-9240980261558928/2007571962,Word Swipe_JA-IOS,TRUE,RewardVideo-002-New
ca-app-pub-9240980261558928/7068326958,Word Swipe_JA-IOS,TRUE,RewardVideo-003-New
ca-app-pub-9240980261558928/4103306164,Word Swipe_JA-IOS,TRUE,Interstitial-001-New
ca-app-pub-9240980261558928/8013920575,Word Swipe_JA-IOS,TRUE,Interstitial-002-New
ca-app-pub-9240980261558928/8996540192,Word Swipe_JA-IOS,TRUE,Interstitial-003-New
ca-app-pub-9240980261558928/5372279515,Word Swipe_JA-IOS,TRUE,New-Banner-001
ca-app-pub-9240980261558928/2096089922,Word Swipe_JA,TRUE,New-Banner-001
ca-app-pub-9240980261558928/2902631483,FreeCell2,TRUE,NewAdmobMediation-Banner-001
ca-app-pub-9240980261558928/4458846619,Word Cross_JA,TRUE,A2-RewardVideo-001
ca-app-pub-9240980261558928/6893438263,Word Cross_JA,TRUE,A2-RewardVideo-002
ca-app-pub-9240980261558928/2954193257,Word Cross_JA,TRUE,A2-RewardVideo-003
ca-app-pub-9240980261558928/6051129886,Word Cross_JA,TRUE,A2-Interstitial-001
ca-app-pub-9240980261558928/1672901173,Word Cross_JA,TRUE,A2-Interstitial-002
ca-app-pub-9240980261558928/1257968201,Word Cross_JA,TRUE,A2-Interstitial-003
ca-app-pub-9240980261558928/5388784900,Word Cross_JA,TRUE,B2-RewardVideo-001
ca-app-pub-9240980261558928/6793419817,Word Cross_JA,TRUE,B2-RewardVideo-002
ca-app-pub-9240980261558928/7914929799,Word Cross_JA,TRUE,B2-RewardVideo-003
ca-app-pub-9240980261558928/3129506978,Word Cross_JA,TRUE,B2-Interstitial-001
ca-app-pub-9240980261558928/6218704749,Word Cross_JA,TRUE,B2-Interstitial-002
ca-app-pub-9240980261558928/8485721536,Word Cross_JA,TRUE,B2-Interstitial-003
ca-app-pub-9240980261558928/1615570163,Word Swipe Puzzle-IOS,TRUE,A3-RewardVIdeo-001
ca-app-pub-9240980261558928/7975419797,Word Swipe Puzzle-IOS,TRUE,A3-RewardVIdeo-002
ca-app-pub-9240980261558928/7899452073,Word Swipe Puzzle-IOS,TRUE,A3-RewardVIdeo-003
ca-app-pub-9240980261558928/6965590455,Word Swipe Puzzle-IOS,TRUE,B3-RewardVIdeo-001
ca-app-pub-9240980261558928/7901776910,Word Swipe Puzzle-IOS,TRUE,B3-RewardVIdeo-002
ca-app-pub-9240980261558928/3928363576,Word Swipe Puzzle-IOS,TRUE,B3-RewardVIdeo-003
ca-app-pub-9240980261558928/4380677761,Cats Cup,TRUE,RewardVideo-001
ca-app-pub-9240980261558928/1381434746,Cats Cup,TRUE,Interstitial-001
ca-app-pub-9240980261558928/4951523409,Cats Cup,TRUE,Banner-001
ca-app-pub-9240980261558928/4013846258,Collection Fishdom,TRUE,Banner-003-New
ca-app-pub-9240980261558928/3521772107,Word Swipe Puzzle-IOS,TRUE,A3-RewardVIdeo-001
ca-app-pub-9240980261558928/4772819188,Word Swipe Puzzle-IOS,TRUE,A3-RewardVIdeo-002
ca-app-pub-9240980261558928/3076594136,Word Swipe Puzzle-IOS,TRUE,A3-RewardVIdeo-003
